INSERT INTO `mc_level_change_log_37` VALUES(null,100006181, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 00:00:00,2018-07-03 00:00:00,2018-07-03 00:00:00
INSERT INTO `mc_level_change_log_111` VALUES(null,100005743, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 19:08:54,2018-07-03 19:08:54,2018-07-03 19:08:54
INSERT INTO `mc_level_change_log_112` VALUES(null,100005744, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 19:08:55,2018-07-03 19:08:55,2018-07-03 19:08:55
INSERT INTO `mc_level_change_log_113` VALUES(null,100005745, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 19:08:56,2018-07-03 19:08:56,2018-07-03 19:08:56
INSERT INTO `mc_level_change_log_114` VALUES(null,100005746, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 19:08:57,2018-07-03 19:08:57,2018-07-03 19:08:57
INSERT INTO `mc_level_change_log_115` VALUES(null,100005747, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 19:08:58,2018-07-03 19:08:58,2018-07-03 19:08:58
INSERT INTO `mc_level_change_log_103` VALUES(null,100005863, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 19:08:59,2018-07-03 19:08:59,2018-07-03 19:08:59
INSERT INTO `mc_level_change_log_104` VALUES(null,100005864, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2018-07-03 19:08:59,2018-07-03 19:08:59,2018-07-03 19:08:59
INSERT INTO `mc_level_change_log_4` VALUES(null,100005252, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-13 11:46:12,2020-03-13 11:46:12,2020-03-13 11:46:12
INSERT INTO `mc_level_change_log_5` VALUES(null,100005253, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-13 11:50:41,2020-03-13 11:50:41,2020-03-13 11:50:41
INSERT INTO `mc_level_change_log_9` VALUES(null,100005257, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-13 12:57:23,2020-03-13 12:57:23,2020-03-13 12:57:23
INSERT INTO `mc_level_change_log_17` VALUES(null,100005265, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-13 14:43:10,2020-03-13 14:43:10,2020-03-13 14:43:10
INSERT INTO `mc_level_change_log_33` VALUES(null,100005281, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-13 19:34:22,2020-03-13 19:34:22,2020-03-13 19:34:22
INSERT INTO `mc_level_change_log_35` VALUES(null,100005283, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-13 20:30:45,2020-03-13 20:30:45,2020-03-13 20:30:45
INSERT INTO `mc_level_change_log_36` VALUES(null,100005284, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-13 20:45:35,2020-03-13 20:45:35,2020-03-13 20:45:35
INSERT INTO `mc_level_change_log_91` VALUES(null,100005339, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-14 13:35:27,2020-03-14 13:35:27,2020-03-14 13:35:27
INSERT INTO `mc_level_change_log_42` VALUES(null,100005418, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-14 18:36:17,2020-03-14 18:36:17,2020-03-14 18:36:17
INSERT INTO `mc_level_change_log_44` VALUES(null,100005420, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-14 19:35:08,2020-03-14 19:35:08,2020-03-14 19:35:08
INSERT INTO `mc_level_change_log_45` VALUES(null,100005421, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-14 21:59:53,2020-03-14 21:59:53,2020-03-14 21:59:53
INSERT INTO `mc_level_change_log_88` VALUES(null,100005464, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-15 21:58:33,2020-03-15 21:58:33,2020-03-15 21:58:33
INSERT INTO `mc_level_change_log_15` VALUES(null,100005519, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-17 12:56:58,2020-03-17 12:56:58,2020-03-17 12:56:58
INSERT INTO `mc_level_change_log_18` VALUES(null,100005522, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-17 14:29:42,2020-03-17 14:29:42,2020-03-17 14:29:42
INSERT INTO `mc_level_change_log_19` VALUES(null,100005523, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-17 16:14:36,2020-03-17 16:14:36,2020-03-17 16:14:36
INSERT INTO `mc_level_change_log_21` VALUES(null,100005525, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-17 23:06:14,2020-03-17 23:06:14,2020-03-17 23:06:14
INSERT INTO `mc_level_change_log_31` VALUES(null,100005535, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-18 14:41:41,2020-03-18 14:41:41,2020-03-18 14:41:41
INSERT INTO `mc_level_change_log_35` VALUES(null,100005539, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-18 15:39:52,2020-03-18 15:39:52,2020-03-18 15:39:52
INSERT INTO `mc_level_change_log_36` VALUES(null,100005540, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-18 15:52:37,2020-03-18 15:52:37,2020-03-18 15:52:37
INSERT INTO `mc_level_change_log_54` VALUES(null,100005558, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-19 16:18:54,2020-03-19 16:18:54,2020-03-19 16:18:54
INSERT INTO `mc_level_change_log_66` VALUES(null,100005570, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-20 10:56:28,2020-03-20 10:56:28,2020-03-20 10:56:28
INSERT INTO `mc_level_change_log_67` VALUES(null,100005571, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-20 11:01:52,2020-03-20 11:01:52,2020-03-20 11:01:52
INSERT INTO `mc_level_change_log_68` VALUES(null,100005572, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-20 11:10:18,2020-03-20 11:10:18,2020-03-20 11:10:18
INSERT INTO `mc_level_change_log_74` VALUES(null,100005578, NULL,1,17, '黄金会员',0,1, '会员注册为黄金等级'," '{""upPeriod"":2}'",0,2020-03-20 12:39:38,2020-03-20 12:39:38,2020-03-20 12:39:38
